date,n_polls,n_eff_polls,Fidesz_hat,Fidesz_lo80,Fidesz_hi80,TISZA_hat,TISZA_lo80,TISZA_hi80,Bal_hat,Bal_lo80,Bal_hi80,MH_hat,MH_lo80,MH_hi80,MKKP_hat,MKKP_lo80,MKKP_hi80,EM_hat,EM_lo80,EM_hi80
2023-12-15,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-16,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-17,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-18,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-19,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-20,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-21,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-22,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-23,6,3.6,45.03,42.28,47.77,,,,24.19,21.49,26.89,6.92,4.3,9.53,5.28,2.68,7.88,18.59,15.92,21.27
2023-12-24,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-25,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-26,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-27,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-28,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-29,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-30,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2023-12-31,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2024-01-01,5,3.4,45.0,42.25,47.75,,,,24.44,21.73,27.15,6.83,4.22,9.44,5.23,2.63,7.83,18.5,15.82,21.18
2024-01-02,6,3.4,45.45,42.72,48.17,,,,24.24,21.56,26.93,7.8,5.19,10.41,5.13,2.53,7.72,17.38,14.72,20.04
2024-01-03,6,3.4,45.45,42.72,48.17,,,,24.24,21.56,26.93,7.8,5.19,10.41,5.13,2.53,7.72,17.38,14.72,20.04
2024-01-04,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-05,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-06,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-07,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-08,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-09,6,4.2,46.84,44.13,49.56,,,,22.06,19.39,24.73,7.54,4.93,10.15,6.0,3.4,8.6,17.56,14.9,20.21
2024-01-10,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-11,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-12,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-13,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-14,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-15,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-16,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-17,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-18,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-19,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-20,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-21,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-22,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-23,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-24,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-25,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-26,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-27,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-28,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-29,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-30,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-01-31,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-02-01,7,5.0,48.53,45.83,51.23,,,,19.85,17.2,22.5,7.66,5.06,10.27,6.0,3.41,8.6,17.95,15.31,20.6
2024-02-02,6,4.7,48.55,45.83,51.26,,,,19.7,17.05,22.36,7.66,5.05,10.26,6.09,3.49,8.69,18.01,15.36,20.66
2024-02-03,6,4.7,48.55,45.83,51.26,,,,19.7,17.05,22.36,7.66,5.05,10.26,6.09,3.49,8.69,18.01,15.36,20.66
2024-02-04,6,4.7,48.55,45.83,51.26,,,,19.7,17.05,22.36,7.66,5.05,10.26,6.09,3.49,8.69,18.01,15.36,20.66
2024-02-05,7,4.0,46.64,43.94,49.35,,,,21.5,18.84,24.16,8.22,5.61,10.83,6.05,3.46,8.65,17.59,14.94,20.23
2024-02-06,7,4.0,46.64,43.94,49.35,,,,21.5,18.84,24.16,8.22,5.61,10.83,6.05,3.46,8.65,17.59,14.94,20.23
2024-02-07,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-08,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-09,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-10,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-11,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-12,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-13,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-14,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-15,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-16,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-17,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-18,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-19,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-20,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-21,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-22,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-23,6,3.9,46.68,43.97,49.39,,,,21.45,18.78,24.11,8.22,5.61,10.83,6.05,3.45,8.65,17.6,14.95,20.25
2024-02-24,7,3.8,45.55,42.82,48.28,,,,21.26,18.58,23.93,7.71,5.1,10.32,6.87,4.27,9.48,18.61,15.95,21.28
2024-02-25,7,3.8,45.55,42.82,48.28,,,,21.26,18.58,23.93,7.71,5.1,10.32,6.87,4.27,9.48,18.61,15.95,21.28
2024-02-26,7,3.8,45.55,42.82,48.28,,,,21.26,18.58,23.93,7.71,5.1,10.32,6.87,4.27,9.48,18.61,15.95,21.28
2024-02-27,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-02-28,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-02-29,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-03-01,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-03-02,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-03-03,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-03-04,8,4.4,46.01,43.3,48.73,,,,20.21,17.55,22.88,7.8,5.19,10.41,7.24,4.63,9.84,18.74,16.08,21.4
2024-03-05,9,5.2,45.74,43.03,48.44,,,,21.53,18.87,24.18,8.4,5.8,11.01,6.35,3.75,8.95,17.99,15.34,20.63
2024-03-06,9,5.7,44.82,42.15,47.5,,,,21.87,19.23,24.51,8.04,5.44,10.64,6.51,3.91,9.1,18.76,16.13,21.4
2024-03-07,9,5.7,44.82,42.15,47.5,,,,21.87,19.23,24.51,8.04,5.44,10.64,6.51,3.91,9.1,18.76,16.13,21.4
2024-03-08,10,6.6,45.05,42.39,47.72,,,,20.34,17.7,22.97,8.03,5.44,10.63,7.38,4.79,9.97,19.2,16.57,21.83
2024-03-09,10,6.6,45.05,42.39,47.72,,,,20.34,17.7,22.97,8.03,5.44,10.63,7.38,4.79,9.97,19.2,16.57,21.83
2024-03-10,10,6.6,45.05,42.39,47.72,,,,20.34,17.7,22.97,8.03,5.44,10.63,7.38,4.79,9.97,19.2,16.57,21.83
2024-03-11,10,6.6,45.05,42.39,47.72,,,,20.34,17.7,22.97,8.03,5.44,10.63,7.38,4.79,9.97,19.2,16.57,21.83
2024-03-12,10,6.6,45.05,42.39,47.72,,,,20.34,17.7,22.97,8.03,5.44,10.63,7.38,4.79,9.97,19.2,16.57,21.83
2024-03-13,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-14,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-15,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-16,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-17,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-18,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-19,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-20,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-21,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-22,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-23,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-24,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-25,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-26,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-27,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-28,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-29,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-30,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-03-31,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-04-01,9,6.4,45.04,42.37,47.71,,,,20.28,17.65,22.91,8.08,5.49,10.68,7.42,4.83,10.01,19.18,16.55,21.81
2024-04-02,8,6.1,45.02,42.34,47.69,,,,20.18,17.55,22.82,8.06,5.46,10.65,7.48,4.89,10.08,19.26,16.63,21.89
2024-04-03,8,5.4,41.95,39.25,44.65,11.96,9.08,14.84,16.43,13.79,19.07,6.8,4.2,9.4,7.95,5.35,10.56,14.91,12.28,17.55
2024-04-04,9,5.8,39.6,36.93,42.27,11.83,8.95,14.71,16.79,14.16,19.41,6.38,3.79,8.97,7.21,4.61,9.8,18.2,15.57,20.83
2024-04-05,9,5.8,39.6,36.93,42.27,11.83,8.95,14.71,16.79,14.16,19.41,6.38,3.79,8.97,7.21,4.61,9.8,18.2,15.57,20.83
2024-04-06,9,5.8,39.6,36.93,42.27,11.83,8.95,14.71,16.79,14.16,19.41,6.38,3.79,8.97,7.21,4.61,9.8,18.2,15.57,20.83
2024-04-07,9,5.8,39.6,36.93,42.27,11.83,8.95,14.71,16.79,14.16,19.41,6.38,3.79,8.97,7.21,4.61,9.8,18.2,15.57,20.83
2024-04-08,10,6.5,38.15,35.49,40.81,12.53,9.8,15.26,18.6,15.97,21.23,6.69,4.1,9.28,6.74,4.15,9.33,17.29,14.67,19.92
2024-04-09,10,6.5,38.15,35.49,40.81,12.53,9.8,15.26,18.6,15.97,21.23,6.69,4.1,9.28,6.74,4.15,9.33,17.29,14.67,19.92
2024-04-10,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-11,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-12,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-13,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-14,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-15,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-16,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-17,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-18,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-19,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-20,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-21,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-22,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-23,9,6.4,38.04,35.38,40.71,12.54,9.8,15.27,18.68,16.05,21.31,6.68,4.09,9.28,6.76,4.17,9.35,17.3,14.68,19.93
2024-04-24,10,6.3,37.52,34.85,40.19,14.28,11.57,16.98,19.93,17.29,22.57,6.2,3.61,8.79,6.26,3.67,8.85,15.81,13.19,18.44
2024-04-25,10,6.3,37.52,34.85,40.19,14.28,11.57,16.98,19.93,17.29,22.57,6.2,3.61,8.79,6.26,3.67,8.85,15.81,13.19,18.44
2024-04-26,10,6.3,37.52,34.85,40.19,14.28,11.57,16.98,19.93,17.29,22.57,6.2,3.61,8.79,6.26,3.67,8.85,15.81,13.19,18.44
2024-04-27,10,6.3,37.52,34.85,40.19,14.28,11.57,16.98,19.93,17.29,22.57,6.2,3.61,8.79,6.26,3.67,8.85,15.81,13.19,18.44
2024-04-28,12,7.5,39.27,36.61,41.93,18.81,16.14,21.48,18.47,15.85,21.1,5.33,2.74,7.91,5.35,2.77,7.94,12.77,10.16,15.38
2024-04-29,12,7.5,39.27,36.61,41.93,18.81,16.14,21.48,18.47,15.85,21.1,5.33,2.74,7.91,5.35,2.77,7.94,12.77,10.16,15.38
2024-04-30,13,8.1,39.38,36.73,42.02,19.24,16.6,21.88,18.2,15.59,20.82,5.09,2.51,7.67,5.29,2.71,7.87,12.8,10.2,15.4
2024-05-01,14,9.0,40.6,37.96,43.24,19.35,16.71,21.98,17.18,14.58,19.79,5.08,2.5,7.66,5.53,2.95,8.11,12.26,9.67,14.86
2024-05-02,14,9.0,40.6,37.96,43.24,19.35,16.71,21.98,17.18,14.58,19.79,5.08,2.5,7.66,5.53,2.95,8.11,12.26,9.67,14.86
2024-05-03,14,9.0,40.6,37.96,43.24,19.35,16.71,21.98,17.18,14.58,19.79,5.08,2.5,7.66,5.53,2.95,8.11,12.26,9.67,14.86
2024-05-04,14,9.0,40.6,37.96,43.24,19.35,16.71,21.98,17.18,14.58,19.79,5.08,2.5,7.66,5.53,2.95,8.11,12.26,9.67,14.86
2024-05-05,13,8.8,40.64,38.0,43.28,19.37,16.74,22.01,17.15,14.54,19.76,5.05,2.47,7.63,5.54,2.96,8.12,12.24,9.64,14.84
2024-05-06,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-07,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-08,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-09,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-10,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-11,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-12,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-13,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-14,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-15,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-16,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-17,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-18,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-19,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-20,14,9.6,40.35,37.72,42.99,20.42,17.79,23.05,17.11,14.5,19.71,5.18,2.6,7.75,5.17,2.6,7.75,11.77,9.18,14.37
2024-05-21,15,9.4,41.61,38.97,44.25,21.18,18.55,23.81,15.52,12.91,18.12,5.53,2.95,8.11,5.53,2.94,8.11,10.64,8.05,13.23
2024-05-22,15,9.4,41.61,38.97,44.25,21.18,18.55,23.81,15.52,12.91,18.12,5.53,2.95,8.11,5.53,2.94,8.11,10.64,8.05,13.23
2024-05-23,15,9.4,41.61,38.97,44.25,21.18,18.55,23.81,15.52,12.91,18.12,5.53,2.95,8.11,5.53,2.94,8.11,10.64,8.05,13.23
2024-05-24,15,9.4,41.61,38.97,44.25,21.18,18.55,23.81,15.52,12.91,18.12,5.53,2.95,8.11,5.53,2.94,8.11,10.64,8.05,13.23
2024-05-25,15,9.1,42.11,39.47,44.74,22.22,19.6,24.85,14.8,12.2,17.4,5.42,2.84,8.0,5.21,2.63,7.79,10.25,7.66,12.84
2024-05-26,15,9.1,42.11,39.47,44.74,22.22,19.6,24.85,14.8,12.2,17.4,5.42,2.84,8.0,5.21,2.63,7.79,10.25,7.66,12.84
2024-05-27,15,9.1,42.11,39.47,44.74,22.22,19.6,24.85,14.8,12.2,17.4,5.42,2.84,8.0,5.21,2.63,7.79,10.25,7.66,12.84
2024-05-28,15,9.5,43.1,40.47,45.74,23.46,20.83,26.08,13.48,10.88,16.08,5.5,2.92,8.08,4.65,2.08,7.23,9.81,7.22,12.4
2024-05-29,16,10.2,43.36,40.72,45.99,23.97,21.35,26.59,13.13,10.53,15.72,5.43,2.85,8.01,4.42,1.85,7.0,9.69,7.11,12.28
2024-05-30,16,10.2,43.36,40.72,45.99,23.97,21.35,26.59,13.13,10.53,15.72,5.43,2.85,8.01,4.42,1.85,7.0,9.69,7.11,12.28
2024-05-31,16,10.2,43.36,40.72,45.99,23.97,21.35,26.59,13.13,10.53,15.72,5.43,2.85,8.01,4.42,1.85,7.0,9.69,7.11,12.28
2024-06-01,16,10.2,43.36,40.72,45.99,23.97,21.35,26.59,13.13,10.53,15.72,5.43,2.85,8.01,4.42,1.85,7.0,9.69,7.11,12.28
2024-06-02,16,10.2,43.36,40.72,45.99,23.97,21.35,26.59,13.13,10.53,15.72,5.43,2.85,8.01,4.42,1.85,7.0,9.69,7.11,12.28
2024-06-03,16,10.6,44.4,41.77,47.03,24.47,21.85,27.09,12.45,9.86,15.04,5.34,2.76,7.92,4.37,1.79,6.94,8.96,6.38,11.55
2024-06-04,17,11.2,44.21,41.58,46.84,24.55,21.93,27.16,12.79,10.2,15.39,5.29,2.72,7.87,4.32,1.75,6.89,8.83,6.25,11.42
2024-06-05,16,11.1,44.31,41.68,46.94,24.59,21.98,27.21,12.74,10.15,15.33,5.29,2.71,7.87,4.31,1.73,6.88,8.76,6.17,11.34
