start_date,end_date,mid_date,pollster,method,sample_size,Fidesz,TISZA,Bal,MH,MKKP,EM,party_sum,flag_sum,age_days,w_time,w_n,w_mode,weight
2025-10-03,2025-10-10,2025-10-06 12:00:00,21 Kutató,Telefonos,1000,35.0,53.0,3.0,6.0,2.0,1.0,100.0,False,152.5,0.006515516381096444,31.622776601683793,1.0,0.2060387189640241
2025-10-06,2025-10-13,2025-10-09 12:00:00,Publicus,Telefonos,1000,38.0,45.0,7.0,5.0,4.0,1.0,100.0,False,149.5,0.007193713312538533,31.622776601683793,1.0,0.22748518901896475
2025-10-16,2025-10-22,2025-10-19 00:00:00,Republikon,Hibrid,1000,34.0,44.0,5.0,7.0,6.0,4.0,100.0,False,140.0,0.009843133202303695,31.622776601683793,0.95,0.2957038422012129
2025-10-24,2025-10-31,2025-10-27 12:00:00,Závecz,Telefonos,1000,37.0,48.0,5.0,5.0,4.0,1.0,100.0,False,131.5,0.013031032762192888,31.622776601683793,1.0,0.4120774379280482
2025-10-31,2025-11-07,2025-11-03 12:00:00,IDEA,Telefonos,1500,40.0,47.0,5.0,4.0,3.0,1.0,100.0,False,124.5,0.01641807247895655,38.72983346207417,1.0,0.6358692128782504
2025-11-10,2025-11-18,2025-11-14 00:00:00,Publicus,Online,1002,39.0,48.0,6.0,4.0,3.0,0.0,100.0,False,114.0,0.023218660767764816,31.654383582688826,0.9,0.6614751547972402
2025-11-20,2025-11-25,2025-11-22 12:00:00,Medián,Telefonos,1000,40.0,50.0,2.0,5.0,2.0,1.0,100.0,False,105.5,0.03073849788888094,31.622776601683793,1.0,0.9720366518114109
2025-11-21,2025-11-28,2025-11-24 12:00:00,21 Kutató,Telefonos,1500,37.0,50.0,4.0,6.0,3.0,0.0,100.0,False,103.5,0.0328361449579131,38.72983346207417,1.0,1.2717384257565008
2025-11-24,2025-11-26,2025-11-25 00:00:00,Nézőpont,Telefonos,1000,47.0,40.0,3.0,7.0,3.0,0.0,100.0,False,103.0,0.03338255283795006,31.622776601683793,1.0,1.0556490107884
2025-11-24,2025-11-28,2025-11-26 00:00:00,Republikon,Telefonos,1000,33.0,45.0,4.0,8.0,6.0,4.0,100.0,False,102.0,0.03450279730230665,31.622776601683793,1.0,1.0910742512240212
2025-11-23,2025-11-30,2025-11-26 12:00:00,Závecz,Hibrid,1000,38.0,47.0,4.0,5.0,4.0,2.0,100.0,False,101.5,0.035076939009667914,31.622776601683793,0.95,1.053768695864935
2025-11-27,2025-12-04,2025-11-30 12:00:00,IDEA,Hibrid,1500,39.0,47.0,5.0,4.0,3.0,2.0,100.0,False,97.5,0.04002770905513351,38.72983346207417,0.95,1.4727531802949951
2025-12-10,2025-12-15,2025-12-12 12:00:00,Republikon,Telefonos,1000,36.0,48.0,4.0,6.0,5.0,1.0,100.0,False,85.5,0.05948094706316374,31.622776601683793,1.0,1.8809527010350064
2025-12-12,2025-12-16,2025-12-14 00:00:00,21 Kutató,Hibrid,1000,36.0,53.0,3.0,5.0,2.0,1.0,100.0,False,84.0,0.0625,31.622776601683793,0.95,1.877602360724975
2025-12-15,2025-12-16,2025-12-15 12:00:00,Nézőpont,Telefonos,1000,46.0,39.0,3.0,6.0,5.0,1.0,100.0,False,82.5,0.06567228991582623,31.622776601683793,1.0,2.076740152929184
2025-12-16,2025-12-20,2025-12-18 00:00:00,Publicus,Telefonos,1001,40.0,48.0,5.0,5.0,3.0,,101.0,False,80.0,0.07132126937462582,31.63858403911275,1.0,2.2565039748852977
2025-12-31,2026-01-06,2026-01-03 00:00:00,IDEA,Online,1500,38.0,48.0,5.0,4.0,3.0,2.0,100.0,False,64.0,0.12094147231548646,38.72983346207417,0.9,4.21563877329316
2026-01-05,2026-01-07,2026-01-06 00:00:00,Nézőpont,Telefonos,1000,47.0,40.0,3.0,6.0,4.0,0.0,100.0,False,61.0,0.1335302113518003,31.622776601683793,1.0,4.222596043153602
2026-01-07,2026-01-13,2026-01-10 00:00:00,Medián,Telefonos,1000,39.0,51.0,1.0,5.0,3.0,1.0,100.0,False,57.0,0.15237670677555942,31.622776601683793,1.0,4.818574557663792
2026-01-15,2026-01-20,2026-01-17 12:00:00,Republikon,Telefonos,1000,38.0,47.0,4.0,6.0,5.0,0.0,100.0,False,49.5,0.19517729553892751,31.622776601683793,1.0,6.172048014548319
2026-01-19,2026-01-24,2026-01-21 12:00:00,Závecz,Hibrid,1000,39.0,49.0,4.0,5.0,3.0,0.0,100.0,False,45.5,0.22272467953508485,31.622776601683793,0.95,6.691014145388622
2026-01-21,2026-01-24,2026-01-22 12:00:00,Publicus,Telefonos,1001,40.0,48.0,4.0,5.0,3.0,0.0,100.0,False,44.5,0.23019882600123298,31.63858403911275,1.0,7.283164902145103
2026-01-28,2026-02-02,2026-01-30 12:00:00,21 Kutató,Hibrid,1000,37.0,53.0,3.0,5.0,2.0,0.0,100.0,False,36.5,0.29976518909025046,31.622776601683793,0.95,9.005437227184364
2026-01-31,2026-02-06,2026-02-03 00:00:00,IDEA,Online,1500,38.0,48.0,5.0,5.0,3.0,1.0,100.0,False,33.0,0.33647504815808904,38.72983346207417,0.9,11.728460321375557
2026-02-09,2026-02-11,2026-02-10 00:00:00,Nézőpont,Telefonos,1000,46.0,40.0,4.0,7.0,3.0,0.0,100.0,False,26.0,0.4239319959387675,31.622776601683793,1.0,13.405906801877565
2026-02-09,2026-02-12,2026-02-10 12:00:00,Publicus,Telefonos,1000,39.0,48.0,5.0,5.0,4.0,,101.0,False,25.5,0.4309864106234889,31.622776601683793,1.0,13.628986981508149
2026-02-12,2026-02-17,2026-02-14 12:00:00,Republikon,Telefonos,1000,39.0,47.0,3.0,6.0,5.0,0.0,100.0,False,21.5,0.49181596622209506,31.622776601683793,1.0,15.552586428982574
2026-02-18,2026-02-23,2026-02-20 12:00:00,Medián,Telefonos,1000,35.0,55.0,2.0,6.0,2.0,0.0,100.0,False,15.5,0.5995303781805009,31.622776601683793,1.0,18.95881521512498
2026-02-23,2026-02-25,2026-02-24 00:00:00,Nézőpont,Telefonos,1000,45.0,40.0,3.0,8.0,4.0,0.0,100.0,False,12.0,0.6729500963161781,31.622776601683793,1.0,21.28055055988809
2026-02-22,2026-02-28,2026-02-25 00:00:00,Závecz,Hibrid,1000,38.0,50.0,3.0,7.0,2.0,0.0,100.0,False,11.0,0.6955328096229147,31.622776601683793,0.95,20.894944724954552
,2026-03-03,2026-03-03 00:00:00,Publicus,Telefonos,1000,39.0,47.0,4.0,6.0,4.0,0.0,100.0,False,5.0,0.8478639918775351,31.622776601683793,1.0,26.811813603755134
